INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
Главные <mark>недостатки</mark> исследования были связаны с долями ответивших и выбывших среди участвующих в опросе.	1				79dc07c2-5919-4c42-906f-72ce67ba17f4	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
Предложен вариант хирургического вмешательства по созданию экстраанатомического высокопотокового шунта между наружной сонной артерией и М2 <mark>сегментом</mark> среднемозговой артерии.	2				b02b5251-74f7-43a3-b93b-ace79ae3d255	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
По данным оптической когерентной томографии, улучшились параметры <mark>головки</mark> зрительного нерва в обеих группах.	2				5083d03f-acdc-4813-a8aa-84c754206d06	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
Основную роль сыграли представители клинической медицины М.Я. Мудров, Н.И. <mark>Пирогов</mark>, В.В. Вересаев (Смидович).	1				95dee626-232c-4bd7-84aa-b08c423e71c7	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
На стационарном и последующем амбулаторном этапах исследования все пациенты получали комбинированное лечение, включая оптимизированную фармакотерапию, образовательную программу, обучение релаксации, КПТ и лечебную <mark>гимнастику</mark>.	1				8ea7e5e2-4c9e-47a3-86b7-231acdf373d4	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
Порг инвалидности достигался в среднем к 79 годам, однако <mark>разброс</mark> по этому показателю составил от 45 до 88 лет и зависел от базового физического состояния и физической активности  Вывод	1				9a2bbbd4-d2fc-46d7-9f09-c06302b5d73a	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
У 5 (62,5%) пациентов появление грануляций и сокращение размера <mark>раны</mark> отметили уже в первые 7 дней применения VAC.	1				8c541d33-b97a-4a6f-92af-03e58a20352f	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
Периметрия проведена каждому пациенту дважды - с использованием анализатора Humphrey (тест 30-2, 76 точек) и по аналогичной стратегии при помощи <mark>периметра</mark>, интегрированного в шлем виртуальной реальности ('Тотал Вижен', Россия).	2				38daaa91-f42f-4204-92ce-2afe3100bbbc	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
Весь комплекс свойств псиллиума (мукофальк) может быть полностью реализован у пациентов с сочетанной патологией и хроническим <mark>запором</mark>, что сопровождается не только нормализацией опорожнения кишечника, но и выраженными положительными изменениями основных показателей липидного обмена и снижением избыточной массы тела.	2				b7bf76db-37f5-4c37-b65c-da43e43da94a	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
У лиц, перенесших ССО в <mark>мороз</mark>, СПВ исходно была выше.	2				242bba93-a88c-4f30-8c2b-40e0f544da8d	00024b9a61--642fd189cfff71646bd50586	259ef3f22b0d257156de4fab895d994f	2023-04-07T08:17:13.343	2023-04-07T08:18:26.129
