INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
У пациентов и в контрольной группе исследовали сывороточный <mark>уровень</mark> иммуноглобулинов, маркеров воспаления, нейротрофических факторов в динамике методом ИФА.	1				37115a1f-5c78-4d6a-a284-06b0893efc4d	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
Уровень инвалидности вследствие офтальмологических осложнений СД невысокий, однако среди лиц, признанных таковыми, в обеих группах преобладают инвалиды I и II групп, нуждающихся в большей социальной поддержке; среди инвалидов преобладают лица среднего возраста - трудоспособное население, что также наносит экономический <mark>ущерб</mark>; в случаях декомпенсированного течения СД и нестабилизированного артериального давления эффективность лазерной коагуляции сетчатки снижается.	2				941f791c-0431-48ef-9535-ef498785effe	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
Только по частоте назначения суховоздушных ванн (36 и 16%), местных ванн (39 и 14%), лечебного душа (76 и 52%), синусоидальных модулированных токов (36 и 18%), рефлексотерапии (36 и 18%), <mark>массажа</mark> (58 и 38%), психотерапии (100 и 76%), нафталанотерапии (44 и 24%) отмечалась достоверность различия.	1				1c6d253d-02b3-4b63-8854-786d557aaa4c	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
Группу сравнения составили 75 <mark>работников</mark> данного предприятия, у которых эти ФР отсутствовали.	1				8a266a6e-34d5-46b4-9931-54f3322dd8d0	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
У одного пациента развилась печеночная <mark>недостаточность</mark>, которая потребовала интенсивной терапии в течение 2 нед.	2				726f75c0-f1ac-4aab-bfdb-ca7f5fccb123	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
Различия в подходах судебно-медицинских экспертов и патологоанатомов к оценке причин смерти в этих случаях могут приводить к <mark>искажению</mark> статистических данных о структуре смертности.	1				7f772e35-c765-4a14-8665-a365ed0c7fe6	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
В зарубежной <mark>литературе</mark>, посвященной научным поискам в области этиологии и патогенеза расстройств аутистического спектра (РАС), все чаще встречается разделение этой группы заболеваний на две формы: 'синдромальные' и 'несиндромальные'.	1				5455aac5-c7e4-4e1d-8d6b-eada31249878	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
При этом в группе сравнения отмечались более выраженные нежелательные побочные реакции трипторелина: боли в эпигастральной области, головные боли, раздражительность, потливость, нестабильность артериального <mark>давления</mark>, существенно ухудшающие КЖ женщин.	1				1cfc44c2-14fc-4d37-836f-dabcfa20dff2	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
В данном обзоре будут рассмотрены этапы <mark>становления</mark> заместительной гормональной терапии гипопаратиреоза, обсуждены наиболее рациональные схемы дозирования препаратов, сравнение эффективности и безопасности, а также перспективы развития данного направления.	1				11ebffcc-2355-4e0c-b2f2-7e15f0025df9	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
Дети, получавшие ХТ, имеют высокий риск вторичного отсутствия зубов из-за аплазии <mark>зачатков</mark> и необходимости удаления зубов вследствие тотального некроза твердых тканей.	2				8fee3203-473b-48d1-bcb6-5e791afa06f6	00024b9b19--642fd7cf497bb16fa88f39e4	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:43:59.478	2023-04-07T08:44:23.028
Цель исследования - обобщение результатов многолетних работ по применению судебно-медицинских методов для реконструкции исторических событий: идентификация мощей древнерусских святых и государственных деятелей России, определение истинных причин смерти членов Императорского дома Романовых по материалам вновь открытых архивных дел, восстановление механизма травм <mark>Александра</mark> II, М. Кутузова, П. Демидова, Г. Гапона, Г. Распутина, атрибуция по биологическим следам мемориальных вещей А.С. Пушкина и др.	1				048b7b76-4dc5-40ee-a2e2-f83c877bbcec	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Во всех наблюдениях отмечали (при оценке состояния через 6 нед, 6 и 12 мес после оперативного вмешательства) статистически и клинически значимое снижение выраженности боли в <mark>пояснице</mark> и нижних конечностях.	1				8f8ea059-ce1e-4d01-8a16-2da6030548d9	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Представлены результаты комиссионной судебно-медицинской экспертизы по установлению возможности возникновения тяжелой травмы голеностопного сустава в предлагаемых условиях дорожно-транспортного происшествия: <mark>столкновение</mark> автомобиля ВАЗ 21043 при движении задним ходом с пешеходом.	1				66599461-722c-464a-b4a1-7efcdae63363	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Несмотря на то что выраженность реакций ЭЭГ при представлении движений руками у больных была ниже, чем у здоровых в аналогичном <mark>регламенте</mark> работы, после нескольких тренировочных сессий (не менее 3) все пациенты смогли достичь высокой результативности работы в двухкомандном ИМК на основе представления движений.	2				8726cb73-568f-4156-9111-ad4a3ec174cc	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
По данным RОС-анализа, уровень NT-proBNP >942 пг/мл позволяет прогнозировать ОПП с чувствительностью 78 (52; 94) % и <mark>специфичностью</mark> 55 (44; 69) % (AUC=0,70; р=0,006).	2				d8375cf6-d7a9-46c0-ab15-6d8fffb02281	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Определен состав металлов, которые используются при <mark>изготовлении</mark> данного капсюля.	1				ffcfa9ef-3a07-4527-898a-3f0105040e82	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
С 2015 по 2016 г. пролечены 22 пациента (1-я группа), которым применяли индивидуальную лечебно-диагностическую тактику с активным <mark>использованием</mark> диагностической лапароскопии и лапароскопической герниопластики.	1				eeb2dba9-ea3c-4c9c-aa82-4dbfa6c652ed	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Вывод  Поскольку страны стремятся достичь всеобщего охвата населения медико-санитарными услугами, им придется направить большую <mark>долю</mark> своего ВВП на здравоохранение и оплату труда работников здравоохранения.	1				b04d3b6c-be94-49a2-9921-f132e23f00ae	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Willis (XVII век), автора термина '<mark>невроз</mark>' шотландского врача W. Cullen и флорентийского психиатра V. Chiarugi (XVIII век).	1				c9c91722-0e61-4063-86cc-5512dda12d77	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Динамика успешности выполнения нормативов ГТО заключалась у девушек в сокращении времени бега на преодоление дистанции 100 м, у юношей - 3000 м, а также у обоих полов в увеличении количества повторений упражнений на <mark>пресс</mark> и прыжков со скакалкой.	1				846c1f88-eea8-4dd2-8fbd-b4a1483804af	00024b9b19--642fd7e9cfff71646bd60c94	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:44:25.995	2023-04-07T08:44:43.827
Средние прямые затраты, связанные с туберкулезом, оценивались в 101 <mark>доллар</mark> США на пациента.	1				654ffc92-c6bd-4202-b9ee-c41aeae7faa9	00024b9b19--642fd7f1fcf99b3fe7a02a8e	81009980f3c194f0032fc4c0d1fdb162	2023-04-07T08:44:33.327	2023-04-07T08:44:48.655
Операция была 6-й по <mark>счету</mark>.	1				f4455d5f-5748-4466-99bc-212a152494f6	00024b9b19--642fd7f1fcf99b3fe7a02a8e	81009980f3c194f0032fc4c0d1fdb162	2023-04-07T08:44:33.327	2023-04-07T08:44:48.655
