INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
Данный инструмент отчетности – одностраничная цветовая таблица с 26 индикаторами исполнения <mark>обязательств</mark> – ежегодно обновляется координаторами в министерствах здравоохранения стран Карибского сообщества, заверяется главным врачом каждой страны и представляется на ежегодном съезде министров здравоохранения стран-участниц.	3				799dfff0-4256-4384-a01b-310bffbd294b	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Был проведен анализ результатов лечения 34 пациентов с гнойными <mark>ранами</mark> различной этиологии.	2				b91a0719-8719-4759-ba1b-e3fe7752fae1	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Нейропсихологическое обследование для выявления предикторов обучения представлению <mark>движения</mark> прошли 12 пациентов из основной группы перед началом тренировок.	2				f0ef7588-218d-4b16-aeb3-bd265b384637	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
<mark>Цель</mark> исследования - выделение клинико-психопатологических и патопсихологических механизмов образования различных вариантов бреда и сверхценных построений.	2				e7ebb8b2-a8a0-4d47-98aa-a863abe9b167	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Представлены оценка исходного уровня функционирования пациента и реабилитационного <mark>потенциала</mark> с использованием связанных с МКФ инструментов, выбор вмешательств и распределение ответственности между специалистами, обозначены цели реабилитации.	3				602ca349-40c8-4951-9d6e-62a83fe2e35f	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Последующий рост смертности может быть объяснен увеличением поведенческих и биологических факторов риска, алкоголизма, а начиная с 90-х годов XX века — тяжелыми и затяжными социально-экономическими потрясениями и сменой <mark>уклада</mark> жизни.	2				a85fc8cd-ca08-4154-af72-792e3c1aeea8	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Было изготовлено 3 группы образцов: первичное литье из гранул; с 50% добавлением литейного <mark>возврата</mark>; 100% вторичное литье.	2				c1abf1f6-dce6-440b-bc48-6032c91c87d8	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Независимо от вида терапии ряд генетических вариантов повышает риск рецидива: аллель Т (rs510769) OPRM1 (р=0,053), аллель А (rs1799971, A118G) OPRM1 (р=0,056), аллель S (количество <mark>повторов</mark> менее 7) экзон III 48 bp DRD4 VNTR	2				ebc4a481-df01-4381-8159-ddb46485a9cb	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Согласно <mark>теории</mark> 'полей канцеризации', смежная с опухолью морфологически нормальная ткань участвует в процессах прогрессирования опухоли, запуская процесс трансформации клеток.	3				7f9b1270-828f-4905-98e5-ed4e576caa02	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Речевую аудиометрию выполняли с использованием традиционного теста по оценке разборчивости многосложных слов и нового речевого теста с моторными ответами (Verbal Tasks and Motor Responses - VTMR); в обоих тестах речевой <mark>сигнал</mark> предъявлялся на фоне шума (многоголосие) в свободном звуковом поле.	2				88944937-d770-496d-9fff-e5742596b4d4	00024b9ad7--642fd277dc4be92e38c21c19	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:11.208	2023-04-07T08:21:32.019
Мочевую кислоту определяли в реакции с фосфорновольфрамовым раствором АТ 'РЕАГЕНТ' (Днепропетровск, <mark>Украина</mark>).	2				6b892d84-2cad-42f2-8e32-c5e42e750d14	00024b9ad7--642fd28e787b801b1c7781c8	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:34.931	2023-04-07T08:22:06.542
В статье рассматривается зарубежный опыт на примере Англии, США, Германии, <mark>Польши</mark>.	2				99f2ac13-c2ce-41e4-9a24-d6d9f7fe2653	00024b9ad7--642fd28e787b801b1c7781c8	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:34.931	2023-04-07T08:22:06.542
Определение в <mark>слезе</mark> концентрации эндотелинов и ДА может позволить своевременно выявлять нейроваскулярные нарушения при глаукоме и оценивать их степень.	3				0a3db64a-3803-4661-88f0-6386151acef3	00024b9ad7--642fd28e787b801b1c7781c8	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:34.931	2023-04-07T08:22:06.542
Требуется дальнейшее изучение моделей комплексного оказания услуг, что потенциально является более эффективным, чем <mark>оказание</mark> отдельных услуг.	3				8a3e8781-c3b0-417a-8f7a-faa499886aca	00024b9ad7--642fd28e787b801b1c7781c8	c34bf20d9f61ef1a49b339b1c800d88a	2023-04-07T08:21:34.931	2023-04-07T08:22:06.542
