INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
С точки зрения сектора здравоохранения имеется больше данных о влиянии налогов и <mark>субсидий</mark> на рацион при меньшем объеме данных об их воздействии на вес тела или здоровье.	2				7b0bea76-83ca-4733-aadd-3dbf9d897d84	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Представлена морфология следов крови, образовавшихся от падения капли крови объемом 20 мкл на сухую, умеренно и обильно смоченную водой поверхность подложки (<mark>стекло</mark>).	1				d0514401-d5e1-4963-9799-e45ef4795a31	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
У 73,7% больных ЛН средней тяжести отмечен положительный эффект пробиотической терапии в виде регресса клинических симптомов ЛН, снижения содержания <mark>водорода</mark> в выдыхаемом воздухе с 72,4±25,1 до 16,4±13,2 ppm (р<0,05), повышения активности лактазы в биоптатах СОТК и повышения качества жизни по шкале GCI с 2,69±0,53 до 5,53±0,64 балла.	5				1671b60c-335a-4e84-bb86-7ceb0e432767	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Сотрудничество между медицинскими учреждениями в рамках округа наряду с межотраслевым сотрудничеством повлияло на руководство на национальном уровне, что позволило уделять повышенное внимание состоянию объектов инфраструктуры <mark>водоснабжения</mark> и санитарии и способствовало внедрению гигиенических практик для повышения общего качества медицинского обслуживания.	1				b5ad0c38-95ed-45fe-9d43-1eb600ab160d	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Шлем-<mark>периметр</mark> компактный, мобильный, легко транспортабельный, может быть использован в работе выездных медицинских бригад и для обследования на дому.	1				b03e3fd7-c2d1-42ab-bdc9-ea3c6f51cab2	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Государства-члены несут <mark>ответственность</mark> за соблюдение ММСП во всех частях своей территории.	1				ecbddf9c-d55a-4b7d-bc82-c744701502d7	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Анализировали зависимость патогенетического типа инсульта, вариантов фоновой для инсульта патологии и факторов риска инсульта от <mark>пола</mark> и возраста пациентов.	1				3a4267eb-031e-4e4c-ac61-634ec381fbfc	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Описаны структурные, иммунологические и генетические предпосылки формирования очага инфекции, морфофункциональные изменения ткани небных миндалин при различных клинических формах заболевания и механизмы развития иммунопатологических <mark>состояний</mark> и метатонзиллярных осложнений.	1				7a696ebf-ddd1-4fbf-b457-f9f8812efa33	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
Цель экспериментального исследования — определение закономерностей и механизма формирования повреждений <mark>одежды</mark> человека выстрелами из духовых ружей.	1				a9ee2585-183c-4a9a-8cb0-7c4785b13a3a	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
В <mark>статье</mark> приведен 15-летний опыт операций, выполненных одним хирургом по поводу деструктивного туберкулеза, - 18 резекций единственного легкого и 19 пневмонэктомий после предварительной резекции остающегося легкого.	1				800e740a-4a05-4edb-8f75-2c69b5143ddf	00024b9af8--642fd47c2d027f1176f87ee1	91d882064c7ad10400e7cc174beb4ec2	2023-04-07T08:29:48.573	2023-04-07T08:30:10.390
