INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
Цель работы - разработка и внедрение в клиническую практику роботассистированных хирургических вмешательств при злокачественных новообразованиях органов <mark>головы</mark> и шеи.	1				18d15191-bcb0-4be8-90b7-1a657be7dc50	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
<mark>Диагностику</mark> ТБА осуществляли на основе критериев ERS/ATS (2014).	4				bcc346eb-3e4c-4a03-8f84-40ba7601217f	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
и зависимость <mark>жесткости</mark> мембраны тромбоцитов от состояния агрегации.	2				00680752-4fbc-4974-a785-4a2f82fe81cf	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
Дано описание усовершенствованного метода одонтопрепарирования под многоопорные протезы, заключающегося в пропиливании на опорных зубах с помощью тонкого пиковидного бора осевых линий, параллельных друг другу, и использовании зеркала для дентальной <mark>фотографии</mark>.	2				897b1465-8829-4ded-bb61-9c25bc516e4d	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
Методами иммуноферментного и радиоиммунологического анализа исследован уровень гормонов в сыворотке крови у <mark>жителей</mark> пожилого и старческого возраста Архангельска.	2				159f7084-79dd-449a-8d6d-2dc8d1ef1f6d	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
При возникновении споров о <mark>правильности</mark> выбора того или иного препарата в лечении конкретного пациента инструкция, содержащая в показаниях к применению конкретные заболевание пациента, служит одним из доказательств правоты врача или критерием оказания квалифицированной медицинской помощи.	2				81b180bc-d2fb-4a59-a3f3-c05d97027b08	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
Специфичностью выше 70% обладали полная анамнестическая триада (острое начало, связь дебюта с инфекцией, давность появления симптомов менее года), системные иммунные проявления, ангины в анамнезе и повышение уровня антистрептолизина О, общевоспалительные изменения в крови, <mark>зубцы</mark> Q/комплексы QS на ЭКГ, локальные гипокинезии, выпот в полости перикарда, атриомегалия (при аритмиях), стенокардия/ишемия при неизмененных коронарных артериях, очаговые дефекты перфузии при сцинтиграфии миокарда.	3				3fd50993-64f6-44d1-8476-4d75f2528567	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
<mark>Большинство</mark> медицинских учреждений были укомплектованы врачами-стажерами или врачами, уровень подготовки которых не указывался.	2				6a9f5f9a-eeaf-440e-92d5-ead7ceb5a1f5	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
Забор крови для лабораторного мониторирования (количественный уровень фактора фон Виллебранда (vWF) в плазме крови, интегральная оценка звеньев <mark>свертывания</mark> и фибринолиза крови методом тромбоэластографии) и ультразвуковое ангиосканирование нижних конечностей в обеих группах производили дважды: в начале исследования и через 3 месяца после начала терапии.	4				f2c2afe7-c4d2-47da-9863-91b4cf100988	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
Изложены организационные <mark>принципы</mark> проведения амбулаторных хирургических вмешательств под общей и сочетанной анестезией.	4				12ca96b3-b3bc-4645-8ee9-40604e60bad1	00024b9b42--642fdb3a5986385871d9bf3b	162435a0263bc2730475b60ccfb1eec5	2023-04-07T08:58:34.997	2023-04-07T08:58:55.772
