INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
В статье обобщены результаты исследования анатомических параметров глазного яблока при эмметропической рефракции и различной степени миопии, проведенного в Смоленской государственной медицинской <mark>академии</mark>.	1				baeaebc2-a880-4da2-9b68-6a44facc1919	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
В эксперименте in vitro на примере сброса лизосомальных гранул изучены дегрануляционные возможности нейтрофилов и скорость их НАДФН-оксидазной реакции при воздействии лазерного <mark>света</mark>.	1				354f5d6b-34f9-4872-982b-3844aefdc3d6	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Рассмотрено развитие и современное состояние нормативного обеспечения вопросов <mark>нормирования</mark> и оплаты труда врачей-патологоанатомов.	2				e364ecf2-c080-45f3-be9e-f8a0b2b90570	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Воспитанникам <mark>Академии</mark> принадлежит приоритет в научном обосновании основных закономерностей физической и реабилитационной медицины.	2				473fb47e-85a2-4390-a594-97db5d7bde3d	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
В данной статье авторским коллективом представлены основные принципы выбора местного обез<mark>боли</mark>вания у пациентов с сопутствующей патологией, подтвержденные научными исследованиями, такие как: сбор анамнеза, анализ взаимодействия фармакологических препаратов со средствами местной анестезии и седации, определение функционального состояния пациента и возможности лечения в амбулаторных условиях, коррекция тревожности и боли, а также оказание стоматологической помощи с непрерывным контролем гемодинамических показателей.	1				8176d9cc-1c7d-4936-a126-4c5ad2246e8c	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Предложено несколько <mark>теорий</mark>, объясняющих механизм их возникновения.	2				3586cebe-de0e-46ee-b46e-ea521fb196b0	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Показано, что развитие медицинской реабилитации в санатории способствует существенному увеличению потенциальной клиентской базы и росту масштабов <mark>бизнеса</mark>.	1				e731d4c8-1ca9-4d30-aec8-86adba10a716	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Существует возможность уменьшения числа дорожно-транспортных происшествий и травматизма в них за счет ужесточения контроля за <mark>исполнением</mark> правил дорожного движения, ограничений на импорт двух- и трехколесных транспортных средств и ужесточения правил страхования.	1				e3a5ce2d-8160-499e-bc72-696e4d9b68d4	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Проанализированы эффективность и <mark>безопасность</mark> предварительно разработанного протокола профилактики ВТЭО у 378 больных с острым инсультом с различным объемом профилактической помощи, разделенных на три группы.	2				6381504f-d4bb-4b6b-9eb2-00cfdc632e23	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
Они имеют выраженные социальные проблемы в виде разводов, заняты ручным <mark>трудом</mark> низкой квалификации или не работают, что диктует необходимость совершенствования подходов к оказанию им медико-психологической и социальной помощи с регулярным динамическим наблюдением.	1				b656944d-8b74-42d2-a2b9-d111b8029ecb	00024b9b36--642fd8b45e3b555aff5b23dd	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:47:48.340	2023-04-07T08:48:12.317
На основе математического моделирования провести оценку влияния патологии верхних дыхательных путей, ретро- и микрогнатии, индекса массы тела (ИМТ) на показатели ночной пульсоксиметрии (уровень сатурации и индекс десатураций) у амбулаторных пациентов, проходящих обследование в связи с <mark>подозрением</mark> на синдром обструктивного апноэ во сне (СОАС).	2				6ce445a5-ab0f-4beb-ad53-af9f649fa7e4	00024b9b36--642fd8cfe7366f05ae3d3a65	4dee48a774de81e7ce7cb3cfd070f637	2023-04-07T08:48:15.432	2023-04-07T08:48:32.201
