INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
(118:53) Ужас овладевает мною при <mark>виде</mark> нечестивых, оставляющих закон Твой.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44ae3f3985c7bbb3940	0a508901-1862-4cbc-9cf1-d86be94199b4	00019a3cbe--6117e44ae3f3985c7bbb3940	1fe78a6d93514cd733b414e36f314230	APPROVED	+	
Вот происхождение неба и земли, при <mark>сотворении</mark> их, в то время, когда Господь Бог создал землю и небо,	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44ae3f3985c7bbb3940	f44dafd0-4865-4254-bb61-38058d6e3c45	00019a3cbe--6117e44ae3f3985c7bbb3940	1fe78a6d93514cd733b414e36f314230	APPROVED	+	
А женщина взяла и растянула над <mark>устьем</mark> колодезя покрывало и насыпала на него крупы, так что не было ничего заметно.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44ae3f3985c7bbb3940	cca091d3-6358-45d4-bb50-608c120808bb	00019a3cbe--6117e44ae3f3985c7bbb3940	1fe78a6d93514cd733b414e36f314230	APPROVED	+	
											
И никто не мог, ни на небе, ни на земле, ни под землею, раскрыть сию <mark>книгу</mark>, ни посмотреть в нее.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	63c19fa3-f125-4d5a-b92e-95b47813866c	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
Также и вы, мужья, обращайтесь благоразумно с женами, как с немощнейшим сосудом, оказывая им честь, как сонаследницам благодатной <mark>жизни</mark>, дабы не было вам препятствия в молитвах.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	69980cd8-e686-4b65-94e0-2d846f143a63	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
но <mark>Египтяне</mark> худо поступали с нами, и притесняли нас,и налагали на нас тяжкие работы;	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	0f30ff9c-9b7e-410f-aa5f-d34d9964968c	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
На <mark>гранит</mark> налагает он руку свою, с корнем опрокидывает горы;	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	328c8bad-d935-4df9-814b-e2f96cd21cb8	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
Злое <mark>наказание</mark> – уклоняющемуся от пути, и ненавидящий обличение погибнет.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	59e56a70-dc5c-4549-adb3-2d1f1e8607b1	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
Дух Господа Бога на Мне, ибо Господь помазал Меня благовествовать нищим, послал Меня исцелять сокрушенных сердцем, проповедывать пленным освобождение и узникам <mark>открытие</mark> темницы,	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	6658b659-3939-44ad-bec1-aecc208f1270	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
Пленила ты сердце мое, сестра моя, невеста! пленила ты сердце мое одним <mark>взглядом</mark> очей твоих, одним ожерельем на шее твоей.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	cde29c76-8bf3-4e7b-abd9-472d08e08d2e	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
И когда молился, <mark>вид</mark> лица Его изменился, и одежда Его сделалась белою, блистающею.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	e7f1cedb-8d70-49aa-bf2f-dc336b3fc4a8	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
По окончании дней очищения своего за сына или за дочь она должна принести однолетнего <mark>агнца</mark> во всесожжение и молодого голубя или горлицу в жертву за грех, ко входу скинии собрания к священнику;	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	07bb855c-5013-4613-a368-172806fad2ad	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
и два <mark>венца</mark>, вылитых из меди, он сделал, чтобы положить на верху столбов: пять локтей вышины в одном венце и пять локтей вышины в другом венце;	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b3244f924aa4e7399	8cb6e66a-50c8-47be-a7ac-fd5feede70f7	00019a3cbe--6117e44b3244f924aa4e7399	5cf88b80835c822981ff1aed6ceec54d	APPROVED	+	
											
Подобия <mark>огурцов</mark> под краями его окружали его по десяти на локоть, окружали море со всех сторон в два ряда; подобия огурцов были вылиты с ним одним литьем.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	995a7c16-0442-4d45-8158-516ce55cc8b6	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
Так сказал Господь, Господь Саваоф: ступай, пойди к этому царедворцу, к Севне, начальнику <mark>дворца</mark> и скажи ему :	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	6eeb736d-3a3d-4f4e-9629-0240c4f4e521	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
(119:2) Господи! избавь душу мою от уст лживых, от <mark>языка</mark> лукавого.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	26c35bd2-5029-429b-a5f1-919bb0967763	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
И в длине здания перед площадью на задней <mark>стороне</mark> ее с боковыми комнатами его по ту и другую сторону он намерил сто локтей, со внутренностью храма и притворами двора.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	3d1deffb-9d7b-44e9-a008-40956b9b221f	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
(4:34) Ныне я, Навуходоносор, славлю, превозношу и величаю Царя Небесного, Которого все <mark>дела</mark> истинны и пути праведны, и Который силен смирить ходящих гордо.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	82f5995a-5f7d-4afa-aaee-11b0dfb15636	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
И сказал Гедеон: за это, когда предаст Господь Зевея и <mark>Салмана</mark> вруки мои, я растерзаю тело ваше терновником пустынным и молотильными зубчатыми досками.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	4f355ae5-74c3-4b56-ad9a-87f0909f26fd	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
Что возмущенный источник и поврежденный <mark>родник</mark>, то праведник, падающий пред нечестивым.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	29f26918-a0f6-4d88-ab48-d8d0496bb0f5	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
(144:17) Праведен Господь во всех путях Своих и <mark>благ</mark> во всех делах Своих.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	bb76632e-2bb2-4420-a22b-4e8160ecbe98	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
Так сделал он столбы и два ряда гранатовых <mark>яблок</mark> вокруг сетки, чтобы покрыть венцы, которые на верху столбов; то же сделал и для другого венца.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	d0cda68f-e141-464d-a89f-3238cded5902	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
но Ты, по великому милосердию Твоему, не оставлял их в пустыне; столп облачный не отходил от них днем, чтобы вести их по пути, и столп огненный – ночью, чтобы светить им на <mark>пути</mark>, по которому им идти.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44b6f7c0073a994b583	284d9cec-55e7-41f3-bf15-1729faf68a10	00019a3cbe--6117e44b6f7c0073a994b583	e65383a4cdbcb9388b6c67d3f4b25fd9	APPROVED	+	
											
Подобия <mark>огурцов</mark> под краями его окружали его по десяти на локоть, окружали море со всех сторон в два ряда; подобия огурцов были вылиты с ним одним литьем.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	995a7c16-0442-4d45-8158-516ce55cc8b6	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
Так сказал Господь, Господь Саваоф: ступай, пойди к этому царедворцу, к Севне, начальнику <mark>дворца</mark> и скажи ему :	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	6eeb736d-3a3d-4f4e-9629-0240c4f4e521	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
(119:2) Господи! избавь душу мою от уст лживых, от <mark>языка</mark> лукавого.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	26c35bd2-5029-429b-a5f1-919bb0967763	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
И в длине здания перед площадью на задней <mark>стороне</mark> ее с боковыми комнатами его по ту и другую сторону он намерил сто локтей, со внутренностью храма и притворами двора.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	3d1deffb-9d7b-44e9-a008-40956b9b221f	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
(4:34) Ныне я, Навуходоносор, славлю, превозношу и величаю Царя Небесного, Которого все <mark>дела</mark> истинны и пути праведны, и Который силен смирить ходящих гордо.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	82f5995a-5f7d-4afa-aaee-11b0dfb15636	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
И сказал Гедеон: за это, когда предаст Господь Зевея и <mark>Салмана</mark> вруки мои, я растерзаю тело ваше терновником пустынным и молотильными зубчатыми досками.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	4f355ae5-74c3-4b56-ad9a-87f0909f26fd	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
Что возмущенный источник и поврежденный <mark>родник</mark>, то праведник, падающий пред нечестивым.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	29f26918-a0f6-4d88-ab48-d8d0496bb0f5	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
(144:17) Праведен Господь во всех путях Своих и <mark>благ</mark> во всех делах Своих.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	bb76632e-2bb2-4420-a22b-4e8160ecbe98	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
Так сделал он столбы и два ряда гранатовых <mark>яблок</mark> вокруг сетки, чтобы покрыть венцы, которые на верху столбов; то же сделал и для другого венца.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	d0cda68f-e141-464d-a89f-3238cded5902	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
но Ты, по великому милосердию Твоему, не оставлял их в пустыне; столп облачный не отходил от них днем, чтобы вести их по пути, и столп огненный – ночью, чтобы светить им на <mark>пути</mark>, по которому им идти.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44e7910fc1162cfe35d	284d9cec-55e7-41f3-bf15-1729faf68a10	00019a3cbe--6117e44e7910fc1162cfe35d	db6cbd01b5316b69726f156e826e3ad0	APPROVED	+	
											
И, встав рано поутру, пошли на вершину горы, говоря: вот, мы пойдем на то <mark>место</mark>, о котором сказал Господь, ибо мы согрешили.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	830e58a3-c64b-4729-8009-fe730d1d00f0	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
И сказал Зевею и <mark>Салману</mark>: каковы были те, которых вы убили на Фаворе? Они сказали: они были такие, как ты, каждый имел вид сынов царских.	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	70e86eb2-85a1-40ad-af36-6afbd5be4929	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
и <mark>повязки</mark> ваши будут на головах ваших, и обувь ваша на ногах ваших; не будете сетовать и плакать, но будете истаявать от грехов ваших и воздыхать друг перед другом.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	3618f110-7c2c-48ca-8e5f-c3ab7d0739d3	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
но умрет в том месте, куда отвели его <mark>пленным</mark>, иболее не увидит земли сей.	5				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	4c0f85ee-48ea-4741-9b01-f2eef610a053	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
так что выносили больных на улицы и полагали на постелях и кроватях, дабы хотя <mark>тень</mark> проходящего Петра осенила кого из них.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	f977f63b-41f8-4daa-9498-12dc8c3e67a4	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
только на том <mark>условии</mark> мы согласимся с вами, если вы будете как мы, чтобы и у вас весь мужеский пол был обрезан;	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	b0a65462-0506-4577-8ed1-986ee96c7c52	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
Наконец, братия мои, укрепляйтесь Господом и могуществом <mark>силы</mark> Его.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	cb4a1e32-20c5-4354-95fb-ce158bf80530	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
Тогда Иисус сказал Ахану: сын мой! воздай славу Господу, Богу Израилеву и сделай пред Ним <mark>исповедание</mark> и объяви мне, что ты сделал; не скрой от меня.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	6688abf0-85be-45df-8117-8740c136eaf9	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
И сказал им Аарон: выньте золотые <mark>серьги</mark>, которые в ушах ваших жен, ваших сыновей и ваших дочерей, и принесите ко мне.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	9d3bec8c-2552-4a38-b629-8bf82bbf8826	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
Вирсавия пошла к царю в <mark>спальню</mark>; царь был очень стар, и Ависага Сунамитянка прислуживала царю;	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f3d552d24df9412ae	26258127-5c31-455f-af34-ae25c1ecba17	00019a3cbe--6117e44f3d552d24df9412ae	5e0be7feb56d4aa04b95dcc23a4234e7	APPROVED	+	
											
Иисус спросил его: как тебе имя? Он сказал: <mark>легион</mark>, – потому что много бесов вошло в него.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e44f674c2427717f52c7	a9ca6fb3-eca1-4ee8-a3d1-ff0840d17100	00019a3cbe--6117e44f674c2427717f52c7	89e99b197d0c7796c43fb36b58207f32	APPROVED	+	
