INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
f) нападения на религиозные объекты, <mark>святыни</mark> и храмы, а также акты вандализма на кладбищах в нарушение международного права, в частности международного права прав человека и международного гуманитарного права;	1				13d5b499-83aa-4bd4-94c3-b636ec77d2ce	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
КПР выразил озабоченность по поводу растущего числа ранних браков девочек по <mark>настоянию</mark> родителей ввиду социально-экономических трудностей.	1				29c642b3-4c08-454d-91da-4c8fafbd1582	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
Напоминает ... что <mark>аппаратура</mark> и сооружения средств массовой информации представляют собой гражданские объекты и как таковые не должны являться объектом нападения или репрессалий, если только они не являются военными объектами.	1				8851e288-6880-4701-810d-ba6f4df884b3	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
В результате применения к нему пыток у него были выбиты зубы, зафиксированы переломы ребер, гематомы и рваные <mark>раны</mark>.	1				0c8fcf73-e788-44bc-983a-d8382d27a8d3	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
8. Исследования токсичности БДЭ-209 свидетельствуют о потенциальном негативном влиянии на репродуктивное здоровье и <mark>репродукцию</mark> у ряда видов, а также негативном влиянии на развитие и нейротоксических эффектах.	2				365a0f6c-8abc-4fca-8e62-489a304b0ce1	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
73. На семьдесят шестом совещании Совета были приняты двухгодичный бизнес-план МЧР на 2014−2015 <mark>годы</mark> и его план управления (ПУ) на 2014 год.	1				9e52e87e-e8a1-4aa3-938d-728741362279	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
В число участников войдут бывший президент Кабо-Верде Педру Пиреша, Специальный посланник ЮНЕСКО по Гаити, знаменитый джазовый музыкант <mark>Маркус</mark> Миллер и ректор Вест-Индского университета.	1				0d00e2e5-d9de-461c-b9a5-0ba2952f3548	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
Канву обсуждения будет составлять изданная ЮНЕСКО публикация <<Трансатлантическая работорговля и <mark>рабство</mark>: новые направления в преподавании и обучении (2013 год)>>.	1				466a20b6-a0ad-4511-a63d-998a72ded091	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
В своем стремлении к демократии и верховенству права ливийский народ всегда будет рассчитывать на поддержку и <mark>мудрость</mark> членов Совета Безопасности.	1				fc53fd57-2049-45f0-847d-d1a4b819d076	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
Семинары состоялись в городах Астане (25 - 26 апреля 2012 года), <mark>Алматы</mark> (28 - 29 мая 2012 года), Караганде (30 - 31 мая 2012 года).	1				911e420e-937b-4559-af5f-d6dfc8c97320	00024bb064--642fe29cbe6a0c509f328602	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:04.545	2023-04-07T09:30:28.055
подразделениями, принимающими участие в осуществлении проектов переоборудования/строительства, поскольку предложенный учебный курс не был предназначен для их <mark>сотрудников</mark>.	1				979741d6-bc64-4b67-b5d6-87eb4774de4f	00024bb064--642fe2b69626d62dd532b865	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:30.440	2023-04-07T09:30:49.189
К концу 2013 года счетом <<Ежегодника>> в Твиттере пользовались примерно 700 подписчиков, включая постоянные представительства, НПО и <mark>библиотеки</mark> во всем мире.	1				2b0bac55-1c73-47d6-a28f-5d3f5798432c	00024bb064--642fe2b69626d62dd532b865	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:30.440	2023-04-07T09:30:49.189
Она с обеспокоенностью отмечает, что многие из проблем, выявленных предыдущим Специальным докладчиком в 2008 году, все еще не решены и что некоторые из его <mark>рекомендаций</mark> так и не были выполнены.	1				d682482e-a855-4199-8b3d-cc1a7ef10ecd	00024bb064--642fe2b69626d62dd532b865	b6932725d414f537004d33731aefc5dd	2023-04-07T09:30:30.440	2023-04-07T09:30:49.189
