INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
3. На 15-м заседании 28 октября с <mark>заявлениями</mark> выступили заместитель Генерального секретаря по операциям по поддержанию мира и заместитель Генерального секретаря по полевой поддержке (см. A/C.4/69/SR.15).	1				3520a218-1692-4ea0-86b0-7bb3ddbce64d	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
на борту сухогрузных судов в защищенной зоне или на палубе на расстоянии менее 3,00 м к носу и к <mark>корме</mark> от этой зоны;	1				901b0933-4d95-4f60-8d23-8353a277bab5	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
Железнодорожный переезд означает любое пересечение в одном уровне автомобильной дороги с железнодорожными путями или трамвайной линией, имеющей собственную основную площадку земляного <mark>полотна</mark>.	1				ce804af9-7d60-40dc-88ac-fa2568191c2c	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
В своей стратегии национальной безопасности 2007 года Армения изображает себя в качестве <<гаранта безопасности Нагорного <mark>Карабаха</mark>>>.	1				a56aa869-75a4-4490-ab24-821d6c48f2c0	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
D. Требования к знанию местных условий, существующие в Беларуси, Казахстане, <mark>Республике</mark> Молдова, Российской Федерации, Сербии и Украине	1				9e443aea-c346-431e-8f55-ad59496508ab	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
Кроме того, неофициальная судебно-медицинская экспертиза, проведенная <mark>врачами</mark>, нанятыми адвокатами, рассматривается судом как обследование более низкого уровня по сравнению с официальной судебно-медицинской экспертизой.	1				bde4a906-eb23-4113-877c-07b5ced7bff1	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
После <mark>представления</mark> соответствующих материалов государством-участником и проведения консультаций с Подкомитетом Комитет против пыток на своей сорок девятой сессии в ноябре 2012 года продлил отсрочку еще на два года.	1				07f79c5c-1ecd-4068-ba5f-eef3af7532df	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
Заинтересованные <mark>субъекты</mark> из правовой сферы, особенно судьи и магистраты, заявили, что при отсутствии поверенных происходят задержки и другие сбои и что, таким образом, их участие способствует эффективному функционированию системы правосудия.	1				07729839-76e7-4145-8c8d-d72688042209	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
16. В соответствии с соглашением о штаб-квартире <mark>Орган</mark> использует Ямайский конференц-центр для проведения своих ежегодных сессий.	2				55f3528c-954b-47c9-9e4e-dc4f431e2df4	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
ЮНАМИД доставила гуманитарную помощь в Шаерию, Мухаджерию и Лабадо (Восточный Дарфур); кроме того, был получен доступ к отдаленным районам Эс-Сиреаф, Сараф-Омра и <mark>Корма</mark> (Северный Дарфур).	3				5a627e20-6a7f-40d5-b51b-19007a3c326c	00024bb02e--642fdee364aa503006bc2964	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:14:11.007	2023-04-07T09:14:58.892
Граждане стали меньше ходить друг к другу в <mark>гости</mark> к друзьям и родственникам, стыдясь того, что они не в состоянии проявить гостеприимство, которое является глубоко укоренившейся традицией иракского общества.	1				c8f80317-a4ba-48fd-953b-211d48382680	00024bb02e--642fdf1744c7204701c91607	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:15:03.312	2023-04-07T09:15:26.023
Например, уничтожение мангровых зарослей ликвидирует места нагула многих видов рыбы и может приводить к уменьшившейся <mark>продуктивности</mark> рыбных запасов.	1				4b4347cb-c5c8-4ce0-a486-ff03fc6be701	00024bb02e--642fdf1744c7204701c91607	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:15:03.312	2023-04-07T09:15:26.023
<mark>Право</mark> на самоопределение неотделимо от процесса деколонизации, и народы несамоуправляющихся территорий имеют право принимать участие во всех обсуждениях, касающихся их будущего.	1				f9c4bb5a-b362-41a8-b82f-823b11377003	00024bb02e--642fdf1744c7204701c91607	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:15:03.312	2023-04-07T09:15:26.023
Эритрея далее добавила, что женщины вносят примечательную лепту в информацию, собираемую общинными <mark>волонтерами</mark> в сфере информирования о минной опасности	1				aa8dd211-3426-42f5-9af6-0570c92491bf	00024bb02e--642fdf1744c7204701c91607	e508503ed3b9860e5e33c314e270a1cf	2023-04-07T09:15:03.312	2023-04-07T09:15:26.023
