INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
43. БАПОР будет продолжать заниматься информационно-пропагандистской работой от имени палестинских беженцев, но не в качестве политического заявления, а в интересах <mark>выполнения</mark> своего мандата.	1				b3881fb6-323f-492a-8a28-e9e93a0a9436	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
Закон от 11 октября 2010 года о запрете появляться в общественных <mark>местах</mark> с закрытыми лицами	1				257d68a9-9123-453f-bc7e-4af7000fd16e	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
"3.1.52 ""последовательный гибридный автомобиль"" означает гибридное транспортное средство, в котором мощность, подаваемая на ведомые колеса, обеспечивается исключительно за счет <mark>преобразователей</mark> энергии, а не двигателя внутреннего сгорания;"	1				ccbbf293-5148-427d-9a6c-e2bb339ea81b	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
Серьезным препятствием для полного осуществления Договора об обычных вооруженных силах и Венского документа 2011 года является продолжающаяся оккупация Арменией региона Даглык-Карабаг (Нагорный <mark>Карабах</mark>) и семи прилегающих районов Азербайджана.	1				6acb656c-8ec5-4146-9e94-ea33694bad1a	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
В противном случае они могут столкнуться с опасностью, связанной с ограниченной возможностью <mark>родителей</mark> заботиться о своих детях.	1				139d3a7a-1f14-485e-aed7-99d551e2210f	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
Получить дополнительную информацию и зарегистрироваться можно у г-жи <mark>Моники</mark> Кларк, Постоянное представительство Швеции (электронная почта monica.clarke@gov.se; тел. 1 (212) 583-2514).]	1				2621351d-4bb0-49b6-8950-00c41e6ceaac	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
Краткосрочные инвестиции указываются в ведомостях по <mark>себестоимости</mark> или по рыночной стоимости, в зависимости от того, что ниже; долгосрочные инвестиции указываются по себестоимости.	1				8e1ae12b-9bbc-49e6-8ea1-81b95ee013ed	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
В течение периода 2010 - 2013 годов в Израиле, Ливане, государстве Палестина и на Филиппинах было роздано почти 111752 <mark>сумки</mark>.	1				71dd35b2-871e-418e-92f5-d15a5a5d574b	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
Во время посещения <mark>гиды</mark> рассказывают об обычных вооружениях и оружии массового уничтожения, принятии и ратификации соответствующих договоров и конвенций и деятельности по контролю над вооружениями на местах.	1				0d71577f-b404-41a9-ae72-87627cb1000b	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
Они совершили многочисленные преступления против гражданского населения: нападения на пассажиров и скотоводов, <mark>грабежи</mark> (S/2001/660, пункт 20) и похищения людей с требованием выкупа.	1				1baf4542-76ef-4231-adaf-928ef98dc21f	00024bb055--642fe1779d20197b640375ca	e32e827c9398044bc02e3c0ded57613f	2023-04-07T09:25:11.635	2023-04-07T09:25:32.496
