INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
47. отмечает необходимость продолжающегося усиления, при поддержке международного сообщества, <mark>способности</mark> Афганистана к приему остающихся афганских беженцев и внутренне перемещенных лиц в целях их полной реабилитации и реинтеграции;	2				3e1b83d2-4d77-4c37-90eb-17974ef2e49d	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
Поправка, вынесенная Египтом на обсуждение от <mark>имени</mark> ОИС, направлена на удаление важного элемента пункта 6 (b) постановляющей части.	1				65bab711-e76c-4b6d-b93a-320120f4a36f	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
3. Г-н Син Шику (именуемый далее г-н Син), родившийся в 1962 году, был задержан 15 февраля 2007 года на Южном <mark>вокзале</mark> Пекина.	1				448d0126-c786-46cd-baf0-a4c0b3e36ea9	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
22. настоятельно призывает <mark>правительства</mark> разработать учитывающие возраст аудитории учебно-просветительские программы и стратегии, направленные на предотвращение секс-туризма и торговли людьми, с уделением особого внимания защите молодых женщин и детей;	1				6c16c148-929a-4962-acad-eb52b395051c	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
Регулярно производились аресты курьеров, перевозивших метамфетамин воздушным транспортом, особенно в Бенине, Гане, Нигерии и <mark>Того</mark>.	3				373bca9a-60bf-4f89-a584-afd62fafe10f	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
Любое перераспределение финансовых ресурсов с <mark>целью</mark> внесения изменений в изначально выделенный объем ресурсов осуществляется в соответствии с установленной политикой в отношении порядка распределения средств.	1				a1b6babd-e64f-45da-b174-eac043dd73d9	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
5.6 Поскольку <mark>известий</mark> о прибытии Хаммаршельда не поступало, Чомбе увезли в дом старшего провинциального комиссара, чтобы он ожидал там.	1				50719bbd-9232-4c39-be5e-1b1c4087ad0b	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
Учащиеся профессионально-технических <mark>училищ</mark> сначала проходят двухлетний курс обучения специальности, после чего на третьем году они проходят производственную практику, после чего учащиеся достигают минимального возраста для работы на производстве.	1				0e6cf46c-6224-418b-b634-d565e05941ba	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
7. Процесс планирования в <mark>Катаре</mark> ориентирован на обеспечение самого широкого участия в нем и всеохватности в рамках всего общества.	3				ee6609d2-db83-4f30-b89a-7ab59131f59e	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
Однако, когда начальник медицинской части отказался документировать даже такие самые очевидные телесные повреждения, полученные в результате применения пыток, как несколько отсутствующих <mark>зубов</mark> и другие травмы, автор отказался от прохождения обследования.	1				980c37b7-1cdd-4356-bf42-02025e23c08f	00024bb03c--642fdd0581df560524ba2049	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:13.743	2023-04-07T09:06:54.998
Все эти усилия позволят улучшить условия жизни беженцев на протяжении их временного пребывания в Ливане до тех пор, пока не будет реализовано их право на возвращение на <mark>родину</mark>.	1				5baa8566-7735-45be-bb65-a393b6107840	00024bb03c--642fdd3164aa503006bbfae6	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:57.711	2023-04-07T09:07:23.155
112.15 продолжать усилия по поощрению и облегчению школьного образования и посещения школ, особенно в интересах детей из семей, находящихся в неблагоприятном положении (<mark>Того</mark>);	3				c10f2f48-c98b-4df5-b09c-9ecb319e569f	00024bb03c--642fdd3164aa503006bbfae6	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:57.711	2023-04-07T09:07:23.155
Защитником прав человека может быть избрано лицо, пользующееся в обществе высоким <mark>авторитетом</mark>, которое соответствует предъявляемым депутату требованиям.	1				d30e371e-a669-469f-aba0-fa60e55614b3	00024bb03c--642fdd3164aa503006bbfae6	51c2b8d68980bdcc7d88c1e10e1599b3	2023-04-07T09:06:57.711	2023-04-07T09:07:23.155
