INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
По <mark>сути</mark> дела, утверждения автора в Комитете строятся на основе тех же фактов и свидетельств, которые были представлены канадским властям.	1				4c96e244-e5c9-4976-86f6-006384c0222c	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
<mark>Редакторы</mark>-рецензенты должны отбираться из числа кандидатов, выдвинутых развитыми и развивающимися странами, а также странами с переходной экономикой при сбалансированной представленности научно-технических и социально-экономических экспертов.	2				7317b9f2-21e1-4a17-81f9-5bd220e39606	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
"В связи с этим мнением было указано на то, что ""электронная передаваемая <mark>запись</mark>"" по определению является достоверной или действительной, в связи с чем нет необходимости упоминать о таких качествах."	1				776663a9-27df-4529-8bdd-6280b898021d	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
73. Большинство Сторон не создавали дополнительных контактных пунктов в соответствии с двусторонними или многосторонними соглашениями (20), за исключением Бельгии с Нидерландами и Германии с Нидерландами и <mark>Польшей</mark>.	1				372985f0-6d27-4334-873b-5014acae5cdc	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
166.230 внести изменения в Закон о протестах, касающийся права на публичные митинги, <mark>процессии</mark> и мирные демонстрации, в соответствии со статьей 73 Конституции, гарантирующей свободу собраний (Нидерланды);	2				b3e5583d-cd37-4775-98fd-c2b1fbd7c5f4	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
И наконец, индекс цен RY-GEKS оказался практически идентичным помесячному индексу цен <mark>Фишера</mark> с фиксированной базой, однако такой результат будет менее вероятен при использовании сильно сезонных данных.	5				c9ef62a1-e91d-4ae0-9f50-2fb58d76237a	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
По мере <mark>появления</mark> потенциальных областей сотрудничества варианты структуры, управления веб-порталом Сети-БЭУ и его мониторинга необходимо будет уточнить, с тем чтобы они соответствовали потребностям Платформы.	3				70cff2c8-1b38-4a0d-8217-00d84fcb5801	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
В случае разработки программного обеспечения, как головное предприятие, так и поставщик относятся к разделу 62 МСОК: Разработка программного обеспечения, консультационная деятельность, связанная с компьютерами, и смежные <mark>виды</mark> деятельности.	3				246f82bf-2f39-4757-a994-cf51fe8f92a6	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
В этом отчетном периоде количество инцидентов с <mark>угрозой</mark> безопасности на афганской части зоны по сравнению с тем же периодом за год до этого увеличилось приблизительно на 50 процентов.	2				7617a460-7377-4980-9f6f-da642ea020fb	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
Национально-освободительные войны, направленные против арабского <mark>владычества</mark>, завершились в 885 году воссозданием Армянского царства во главе с Ашотом I Багратуни (Багратидом).	2				bf513390-106b-4207-8339-b6f9c0c9d676	00024baef2--642fdb7f81df560524b9feef	ae24ef1b2e0ccb4ce5c39739d94fa593	2023-04-07T08:59:43.386	2023-04-07T09:01:32.640
По <mark>сути</mark> дела, утверждения автора в Комитете строятся на основе тех же фактов и свидетельств, которые были представлены канадским властям.	1				4c96e244-e5c9-4976-86f6-006384c0222c	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
<mark>Редакторы</mark>-рецензенты должны отбираться из числа кандидатов, выдвинутых развитыми и развивающимися странами, а также странами с переходной экономикой при сбалансированной представленности научно-технических и социально-экономических экспертов.	1				7317b9f2-21e1-4a17-81f9-5bd220e39606	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
"В связи с этим мнением было указано на то, что ""электронная передаваемая <mark>запись</mark>"" по определению является достоверной или действительной, в связи с чем нет необходимости упоминать о таких качествах."	1				776663a9-27df-4529-8bdd-6280b898021d	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
73. Большинство Сторон не создавали дополнительных контактных пунктов в соответствии с двусторонними или многосторонними соглашениями (20), за исключением Бельгии с Нидерландами и Германии с Нидерландами и <mark>Польшей</mark>.	1				372985f0-6d27-4334-873b-5014acae5cdc	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
166.230 внести изменения в Закон о протестах, касающийся права на публичные митинги, <mark>процессии</mark> и мирные демонстрации, в соответствии со статьей 73 Конституции, гарантирующей свободу собраний (Нидерланды);	1				b3e5583d-cd37-4775-98fd-c2b1fbd7c5f4	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
И наконец, индекс цен RY-GEKS оказался практически идентичным помесячному индексу цен <mark>Фишера</mark> с фиксированной базой, однако такой результат будет менее вероятен при использовании сильно сезонных данных.	5				c9ef62a1-e91d-4ae0-9f50-2fb58d76237a	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
По мере <mark>появления</mark> потенциальных областей сотрудничества варианты структуры, управления веб-порталом Сети-БЭУ и его мониторинга необходимо будет уточнить, с тем чтобы они соответствовали потребностям Платформы.	1				70cff2c8-1b38-4a0d-8217-00d84fcb5801	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
В случае разработки программного обеспечения, как головное предприятие, так и поставщик относятся к разделу 62 МСОК: Разработка программного обеспечения, консультационная деятельность, связанная с компьютерами, и смежные <mark>виды</mark> деятельности.	1				246f82bf-2f39-4757-a994-cf51fe8f92a6	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
В этом отчетном периоде количество инцидентов с <mark>угрозой</mark> безопасности на афганской части зоны по сравнению с тем же периодом за год до этого увеличилось приблизительно на 50 процентов.	1				7617a460-7377-4980-9f6f-da642ea020fb	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
Национально-освободительные войны, направленные против арабского <mark>владычества</mark>, завершились в 885 году воссозданием Армянского царства во главе с Ашотом I Багратуни (Багратидом).	5				bf513390-106b-4207-8339-b6f9c0c9d676	00024baef2--642fdb8bc3f515219e82f489	8a4137ddb59d601dd4ac9e017b9770ab	2023-04-07T08:59:55.961	2023-04-07T09:01:57.602
8.4.8.2 <mark>подошву</mark> правой ступни опускают на пол в выровненном положении (т.е. в одной вертикальной плоскости) по отношению к бедру.	2				68b6f94c-323a-4c22-8953-66f2c7bf94db	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
143. Открытые слушания по <mark>существу</mark> дела состоялись 15 - 19 апреля 2013 года (см. A/68/4, пункт 204).	2				9a87427e-c4cc-4e6d-9f4f-352e6d418e41	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
За административные вопросы, организацию и проведение Семинара отвечал старший советник по правовым вопросам Отделения Организации Объединенных Наций в Женеве (ЮНОГ) г-н <mark>Маркус</mark> Шмидт.	2				566d936d-652e-463d-bf03-f1eb98778c88	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
По мере развития технологии этими законами были охвачены и другие жанры, например изобразительное <mark>искусство</mark> и концерты.	1				5274205a-773a-4e6c-9adf-b6faa0a75dcf	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
Было проведено 47 вакцинаций всех военных наблюдателей с учетом конкретных условий в районе деятельности Миссии от желтой лихорадки, вируса гепатита А и В, менингита и прививок от <mark>укусов</mark> скорпионов	1				2743b688-858f-4666-a76b-7755a82b80a4	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
"изменить формулировку пункта, посвященного болезням и вредителям, в разделе III.B (цели и охват) следующим образом: ""Заболевания и <mark>вредители</mark>, отрицательно влияющие на коммерческое качество или урожайность"";"	2				1e69031f-3531-4418-ba41-d30ec6fc48e3	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
19. В 2012 году ФМС России выдала 221 000 разрешений на временное проживание и 126 000 видов на <mark>жительство</mark>.	1				f39568df-4c49-4f76-8699-4797d45283d9	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
7,8 (по состоянию на <mark>средину</mark> года) в среднем за 5-летний период с 2008 по 2013 год	1				5e700ca9-53ea-49f3-b43c-1ff7238f79e8	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
Правовое равенство как минимум дает женщинам и <mark>девочкам</mark> равные возможности для развития своего потенциала и реализации своих надежд и чаяний.	1				4dd5b443-5c42-481a-ae08-1f94576ac321	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
15. принимает решение рассмотреть вопрос о функционировании <mark>схемы</mark> финансовых механизмов на третьей сессии Совещания Сторон.	2				e04ec6aa-9be7-47e5-947a-7832971dbcb8	00024baef2--642fdb8cdc4be92e38c36a14	fc953d2e0add66c37ce69e669dd80d0b	2023-04-07T08:59:56.518	2023-04-07T09:00:44.286
Приговор был приведен в исполнение в присутствии Генерального прокурора Специального суда Алжира, Председателя этого Суда и четырех адвокатов защиты, которых вызвали накануне вечером и заставили присутствовать на <mark>казне</mark>.	2				92c8c892-0ade-4cb8-b58f-3bba6664a5be	00024baef2--642fdb9264aa503006bbd902	442d9ba94187b3778476e6208d19dff1	2023-04-07T09:00:02.693	2023-04-07T09:02:18.487
